% Model,RG58-RLGC.mph,,,,,
% Version,COMSOL 6.3.0.290,,,,,
% Date,"Sep 3 2026, 20:13",,,,,
% Table,浼犺緭绾垮弬鏁?(tlp1) 1 - ,,,,,
% freq (Hz),单位长度串联电阻(Ohm/m),单位长度串联电感(H/m),单位长度并联电导(S/m),单位长度并联电容(F/m),特性阻抗（Ohm）,传播常数 (1/m)
102940000,1.209835332,2.39E-07,5.29E-14,1.05E-10,47.63948301736009-0.1861925492107545i,0.012697821798068299+3.2488822369669794i
102960000,1.209952513,2.39E-07,5.29E-14,1.05E-10,47.63946501240184-0.18617448227784952i,0.012699056476924143+3.2495122274595523i
102980000,1.210069684,2.39E-07,5.29E-14,1.05E-10,47.63944701271208-0.1861564206321198i,0.012700291037720668+3.25014221783443i
103000000,1.210186843,2.39E-07,5.29E-14,1.05E-10,47.639429018279735-0.1861383642428836i,0.012701525478574458+3.25077220809108i
103020000,1.210303991,2.39E-07,5.29E-14,1.05E-10,47.63941102911583-0.18612031315304i,0.012702759802622253+3.251402198230444i
103040000,1.210421127,2.39E-07,5.29E-14,1.05E-10,47.639393045209225-0.18610226731418625i,0.012703994006770589+3.252032188251979i
103060000,1.210538253,2.39E-07,5.29E-14,1.05E-10,47.63937506655744-0.18608422677291123i,0.012705228094409184+3.2526621781557354i
103080000,1.210655367,2.39E-07,5.29E-14,1.05E-10,47.63935709316355-0.18606619148638517i,0.01270646206282368+3.253292167942113i
103100000,1.21077247,2.39E-07,5.29E-14,1.05E-10,47.63933912501526-0.18604816147992015i,0.012707695913951872+3.2539221576104844i
103120000,1.210889562,2.39E-07,5.29E-14,1.05E-10,47.63932116212147-0.18603013672157342i,0.012708929645821578+3.2545521471617054i
103140000,1.211006643,2.39E-07,5.29E-14,1.05E-10,47.63930320446708-0.18601211724799244i,0.012710163261145246+3.2551821365948848i
103160000,1.211123712,2.39E-07,5.29E-14,1.05E-10,47.63928525205997-0.18599410304131947i,0.01271139675891269+3.2558121259108175i
103180000,1.21124077,2.39E-07,5.29E-14,1.05E-10,47.639267304892606-0.18597609406408264i,0.012712630136771779+3.2564421151091856i
103200000,1.211357817,2.39E-07,5.29E-14,1.05E-10,47.639249362967654-0.18595809036509056i,0.012713863398267394+3.2570721041903767i
103220000,1.211474853,2.39E-07,5.29E-14,1.05E-10,47.639231426281945-0.18594009188700458i,0.01271509653968841+3.257702093154393i
103240000,1.211591878,2.39E-07,5.29E-14,1.05E-10,47.639213494822954-0.1859220986956925i,0.012716329565747387+3.2583320820005692i
103260000,1.211708891,2.39E-07,5.29E-14,1.05E-10,47.639195568594246-0.18590411072100854i,0.012717562471855804+3.2589620707293467i
103280000,1.211825894,2.39E-07,5.29E-14,1.05E-10,47.639177647597236-0.18588612802628157i,0.01271879526255427+3.2595920593410628i
103300000,1.211942885,2.39E-07,5.29E-14,1.05E-10,47.63915973182326-0.18586815056458533i,0.012720027934841222+3.260222047835328i
103320000,1.212059865,2.39E-07,5.29E-14,1.05E-10,47.63914182128035-0.18585017831447684i,0.012721260487456858+3.2608520362128854i
103340000,1.212176834,2.39E-07,5.29E-14,1.05E-10,47.63912391595124-0.18583221133888372i,0.012722492924916508+3.261482024472765i
103360000,1.212293791,2.39E-07,5.29E-14,1.05E-10,47.63910601584215-0.18581424956891177i,0.012723725242712257+3.262112012615593i
103380000,1.212410738,2.39E-07,5.29E-14,1.05E-10,47.63908812094729-0.18579629304897066i,0.01272495744409268+3.262742000641206i
103400000,1.212527673,2.39E-07,5.29E-14,1.05E-10,47.63907023126628-0.18577834174938876i,0.012726189527233743+3.263371988549743i
103420000,1.212644597,2.39E-07,5.29E-14,1.05E-10,47.63905234679796-0.18576039568529007i,0.012727421493379316+3.26400197634137i
103440000,1.212761511,2.39E-07,5.29E-14,1.05E-10,47.639034467543716-0.1857424548588906i,0.012728653342889237+3.2646319640163552i
103460000,1.212878412,2.39E-07,5.29E-14,1.05E-10,47.639016593483205-0.18572451921800226i,0.01272988507239481+3.265261951573552i
103480000,1.212995303,2.39E-07,5.29E-14,1.05E-10,47.638998724634526-0.18570658883109828i,0.012731116686796277+3.2658919390143946i
103500000,1.213112183,2.39E-07,5.29E-14,1.05E-10,47.63898086098233-0.18568866363100733i,0.012732348181696572+3.266521926338014i
103520000,1.213229051,2.39E-07,5.29E-14,1.05E-10,47.638963002529266-0.18567074367693134i,0.012733579561362089+3.2671519135448137i
103540000,1.213345908,2.39E-07,5.29E-14,1.05E-10,47.63894514928186-0.18565282890502655i,0.012734810821622044+3.2677819006354576i
103560000,1.213462755,2.39E-07,5.29E-14,1.05E-10,47.638927301210444-0.18563491937338214i,0.012736041966667765+3.268411887608106i
103580000,1.21357959,2.39E-07,5.29E-14,1.05E-10,47.638909458336975-0.18561701501770247i,0.012737272992295481+3.269041874464466i
103600000,1.213696414,2.39E-07,5.29E-14,1.05E-10,47.638891620649105-0.1855991158971071i,0.01273850390276866+3.2696718612039173i
103620000,1.213813226,2.39E-07,5.29E-14,1.05E-10,47.63887378815575-0.18558122197885918i,0.012739734696047967+3.270301847827247i
103640000,1.213930028,2.39E-07,5.29E-14,1.05E-10,47.63885596083675-0.18556333322816984i,0.012740965369951658+3.2709318343333047i
103660000,1.214046819,2.39E-07,5.29E-14,1.05E-10,47.638838138698645-0.18554544970884598i,0.012742195929067016+3.2715618207227433i
103680000,1.214163598,2.39E-07,5.29E-14,1.05E-10,47.63882032174502-0.1855275713527389i,0.01274342636892091+3.2721918069959837i
103700000,1.214280366,2.39E-07,5.29E-14,1.05E-10,47.6388025099636-0.18550969821818347i,0.012744656693726434+3.2728217931524424i
103720000,1.214397124,2.39E-07,5.29E-14,1.05E-10,47.63878470335403-0.1854918302447375i,0.012745886899537791+3.2734517791922664i
103740000,1.21451387,2.39E-07,5.29E-14,1.05E-10,47.638766901915126-0.18547396748967615i,0.01274711699049646+3.274081765115571i
103760000,1.214630605,2.39E-07,5.29E-14,1.05E-10,47.638749105651605-0.18545610991447642i,0.012748346964161838+3.274711750922905i
103780000,1.214747329,2.39E-07,5.29E-14,1.05E-10,47.638731314541886-0.18543825748945295i,0.01274957681869884+3.2753417366129827i
103800000,1.214864042,2.39E-07,5.29E-14,1.05E-10,47.63871352860634-0.18542041027963216i,0.012750806558783816+3.275971722187404i
103820000,1.214980743,2.39E-07,5.29E-14,1.05E-10,47.638695747823505-0.18540256821878978i,0.012752036180069287+3.2766017076449336i
103840000,1.215097434,2.39E-07,5.29E-14,1.05E-10,47.638677972200135-0.18538473136066308i,0.01275326568645647+3.277231692986183i
103860000,1.215214114,2.39E-07,5.29E-14,1.05E-10,47.638660201738894-0.18536689964632871i,0.012754495074098041+3.2778616782115884i
103880000,1.215330782,2.39E-07,5.29E-14,1.05E-10,47.63864243642291-0.1853490731262867i,0.012755724346673764+3.2784916633201666i
103900000,1.21544744,2.39E-07,5.29E-14,1.05E-10,47.63862467626512-0.18533125177555324i,0.012756953502670454+3.2791216483130263i
103920000,1.215564086,2.39E-07,5.29E-14,1.05E-10,47.6386069212457-0.18531343556595695i,0.012758182540354098+3.2797516331890124i
103940000,1.215680721,2.39E-07,5.29E-14,1.05E-10,47.63858917138007-0.1852956245458737i,0.012759411463260092+3.28038161794936i
103960000,1.215797345,2.39E-07,5.29E-14,1.05E-10,47.63857142665574-0.18527781864573797i,0.012760640266803727+3.2810116025934652i
103980000,1.215913959,2.39E-07,5.29E-14,1.05E-10,47.63855368707133-0.18526001794149122i,0.01276186895641964+3.281641587121385i
104000000,1.216030561,2.39E-07,5.29E-14,1.05E-10,47.638535952628054-0.18524222236532314i,0.012763097527642419+3.2822715715334456i
104020000,1.216147152,2.39E-07,5.29E-14,1.05E-10,47.63851822331822-0.1852244319721552i,0.012764325984460612+3.2829015558292998i
104040000,1.216263732,2.39E-07,5.29E-14,1.05E-10,47.63850049914416-0.18520664669028022i,0.012765554322137884+3.283531540009349i
104060000,1.216380301,2.39E-07,5.29E-14,1.05E-10,47.63848278009988-0.1851888665878675i,0.012766782545576645+3.2841615240733026i
104080000,1.216496859,2.39E-07,5.29E-14,1.05E-10,47.63846506618167-0.18517109163243448i,0.012768010652743264+3.2847915080211743i
104100000,1.216613406,2.39E-07,5.29E-14,1.05E-10,47.638447357389495-0.18515332179034696i,0.012769238641522792+3.285421491853179i
104120000,1.216729941,2.39E-07,5.29E-14,1.05E-10,47.638429653725346-0.18513555711472776i,0.012770466515782588+3.2860514755695935i
104140000,1.216846466,2.39E-07,5.29E-14,1.05E-10,47.638411955179066-0.18511779755200441i,0.012771694272032131+3.2866814591699747i
104160000,1.21696298,2.39E-07,5.29E-14,1.05E-10,47.63839426175537-0.18510004315226775i,0.012772921913931182+3.2873114426548415i
104180000,1.217079483,2.39E-07,5.29E-14,1.05E-10,47.63837657344049-0.18508229385817956i,0.012774149437727514+3.2879414260234427i
104200000,1.217195974,2.39E-07,5.29E-14,1.05E-10,47.638358890249954-0.1850645497213636i,0.012775376847187688+3.288571409277029i
104220000,1.217312455,2.39E-07,5.29E-14,1.05E-10,47.638341212159744-0.18504681070793202i,0.012776604140177077+3.2892013924141903i
104240000,1.217428925,2.39E-07,5.29E-14,1.05E-10,47.6383235391833-0.1850290767901023i,0.01277783131498056+3.2898313754360156i
104260000,1.217545383,2.39E-07,5.29E-14,1.05E-10,47.63830587132007-0.18501134803122266i,0.012779058376176431+3.2904613583427174i
104280000,1.217661831,2.39E-07,5.29E-14,1.05E-10,47.638288208549056-0.18499362436050024i,0.012780285319078804+3.2910913411329905i
104300000,1.217778267,2.39E-07,5.29E-14,1.05E-10,47.638270550884364-0.18497590583622492i,0.012781512147917857+3.291721323808058i
104320000,1.217894693,2.39E-07,5.29E-14,1.05E-10,47.63825289831957-0.18495819240157768i,0.012782738858971207+3.2923513063676544i
104340000,1.218011108,2.39E-07,5.29E-14,1.05E-10,47.63823525084687-0.18494048410258257i,0.012783965455622544+3.292981288811439i
104360000,1.218127511,2.39E-07,5.29E-14,1.05E-10,47.63821760846839-0.1849227809214946i,0.012785191936849332+3.2936112711398025i
104380000,1.218243904,2.39E-07,5.29E-14,1.05E-10,47.63819997118748-0.18490508281870344i,0.012786418300115709+3.294241253353134i
104400000,1.218360285,2.39E-07,5.29E-14,1.05E-10,47.63818233899246-0.18488738984279574i,0.012787644548984083+3.2948712354508443i
104420000,1.218476656,2.39E-07,5.29E-14,1.05E-10,47.63816471188654-0.18486970195155913i,0.012788870680738036+3.2955012174333453i
104440000,1.218593015,2.39E-07,5.29E-14,1.05E-10,47.6381470898619-0.1848520191798749i,0.01279009669799324+3.296131199300319i
104460000,1.218709364,2.39E-07,5.29E-14,1.05E-10,47.638129472920326-0.1848343414797504i,0.012791322597631877+3.2967611810520854i
104480000,1.218825702,2.39E-07,5.29E-14,1.05E-10,47.63811186105845-0.18481666891139611i,0.012792548384023127+3.2973911626886085i
104500000,1.218942028,2.39E-07,5.29E-14,1.05E-10,47.63809425427907-0.1847990013995558i,0.01279377405216103+3.298021144210306i
104520000,1.219058344,2.39E-07,5.29E-14,1.05E-10,47.63807665256865-0.18478133900951194i,0.012794999606766787+3.298651125616387i
104540000,1.219174649,2.39E-07,5.29E-14,1.05E-10,47.63805905593048-0.18476368170788754i,0.012796225045732591+3.299281106907337i
104560000,1.219290942,2.39E-07,5.29E-14,1.05E-10,47.6380414643689-0.1847460294675427i,0.012797450367380673+3.2999110880836424i
104580000,1.219407225,2.39E-07,5.29E-14,1.05E-10,47.63802387786779-0.18472838233499173i,0.012798675575134791+3.300541069144364i
104600000,1.219523497,2.39E-07,5.29E-14,1.05E-10,47.63800629643163-0.18471074025665074i,0.0127999006654849+3.3011710500900464i
104620000,1.219639758,2.39E-07,5.29E-14,1.05E-10,47.63798872005913-0.1846931032876205i,0.012801125642450869+3.301801030920775i
104640000,1.219756008,2.39E-07,5.29E-14,1.05E-10,47.63797114874497-0.1846754713650785i,0.012802350501880779+3.302431011636402i
104660000,1.219872247,2.39E-07,5.29E-14,1.05E-10,47.637953582487654-0.18465784454733533i,0.012803575248018317+3.3030609922370324i
104680000,1.219988475,2.39E-07,5.29E-14,1.05E-10,47.637936021291196-0.18464022279975864i,0.012804799878664563+3.303690972723121i
104700000,1.220104692,2.39E-07,5.29E-14,1.05E-10,47.63791846514651-0.1846226060874238i,0.012806024391598584+3.3043209530942437i
104720000,1.220220898,2.39E-07,5.29E-14,1.05E-10,47.637900914043776-0.1846049944773959i,0.012807248791673286+3.3049509333499283i
104740000,1.220337093,2.39E-07,5.29E-14,1.05E-10,47.63788336799852-0.18458738790221324i,0.012808473074410314+3.3055809134914416i
104760000,1.220453277,2.39E-07,5.29E-14,1.05E-10,47.637865826995835-0.18456978641184807i,0.012809697243478056+3.306210893517958i
104780000,1.22056945,2.39E-07,5.29E-14,1.05E-10,47.637848291035176-0.1845521899603957i,0.012810921295892114+3.306840873429648i
104800000,1.220685613,2.39E-07,5.29E-14,1.05E-10,47.63783076011932-0.1845345985854734i,0.012812145234464485+3.307470853226891i
104820000,1.220801764,2.39E-07,5.29E-14,1.05E-10,47.63781323423614-0.18451701227216324i,0.012813369058361068+3.3081008329090573i
104840000,1.220917904,2.39E-07,5.29E-14,1.05E-10,47.63779571339222-0.18449943098325627i,0.012814592765198602+3.3087308124767856i
104860000,1.221034034,2.39E-07,5.29E-14,1.05E-10,47.637778197583465-0.1844818547704502i,0.012815816358768316+3.3093607919300205i
104880000,1.221150153,2.39E-07,5.29E-14,1.05E-10,47.63776068680729-0.1844642835722724i,0.012817039835000633+3.3099907712687635i
104900000,1.22126626,2.39E-07,5.29E-14,1.05E-10,47.63774318105427-0.18444671745395425i,0.012818263198628155+3.3106207504925473i
104920000,1.221382357,2.39E-07,5.29E-14,1.05E-10,47.637725680325104-0.1844291563454883i,0.012819486444986695+3.311250729601634i
104940000,1.221498443,2.39E-07,5.29E-14,1.05E-10,47.63770818462491-0.18441160030978468i,0.01282070957864919+3.311880708596613i
104960000,1.221614518,2.39E-07,5.29E-14,1.05E-10,47.63769069394394-0.18439404927937555i,0.01282193259512559+3.312510687476938i
104980000,1.221730582,2.39E-07,5.29E-14,1.05E-10,47.63767320828846-0.18437650330860783i,0.012823155498394816+3.313140666243292i
105000000,1.221846635,2.39E-07,5.29E-14,1.05E-10,47.63765572764861-0.18435896238352695i,0.012824378287687196+3.313770644895169i
105020000,1.221962678,2.39E-07,5.29E-14,1.05E-10,47.63763825202001-0.18434142645305895i,0.012825600959649899+3.3144006234324883i
105040000,1.222078709,2.39E-07,5.29E-14,1.05E-10,47.637620781401814-0.18432389557840256i,0.012826823518740095+3.315030601855363i
105060000,1.222194729,2.39E-07,5.29E-14,1.05E-10,47.63760331579629-0.18430636969700437i,0.012828045960804994+3.31566058016417i
105080000,1.222310739,2.39E-07,5.29E-14,1.05E-10,47.63758585519776-0.18428884887514907i,0.012829268290657362+3.3162905583586815i
105100000,1.222426738,2.39E-07,5.29E-14,1.05E-10,47.63756839960183-0.1842713330438348i,0.012830490503694038+3.31692053643884i
105120000,1.222542726,2.39E-07,5.29E-14,1.05E-10,47.63755094900641-0.1842538222589791i,0.012831712604007447+3.317550514404672i
105140000,1.222658703,2.39E-07,5.29E-14,1.05E-10,47.63753350341996-0.1842363164958887i,0.012832934590078142+3.318180492256948i
105160000,1.222774669,2.39E-07,5.29E-14,1.05E-10,47.63751606282482-0.18421881570993368i,0.012834156458996458+3.318810469994643i
105180000,1.222890624,2.39E-07,5.29E-14,1.05E-10,47.63749862722553-0.18420131996414266i,0.012835378215352296+3.319440447618306i
105200000,1.223006568,2.39E-07,5.29E-14,1.05E-10,47.63748119661801-0.18418382920333107i,0.012836599855499793+3.3200704251278124i
105220000,1.223122502,2.39E-07,5.29E-14,1.05E-10,47.63746377100238-0.18416634347316488i,0.012837821382820436+3.3207004025233884i
105240000,1.223238424,2.39E-07,5.29E-14,1.05E-10,47.63744635037638-0.1841488627264587i,0.012839042794224364+3.32133037980507i
105260000,1.223354336,2.39E-07,5.29E-14,1.05E-10,47.637428934737606-0.18413138700295736i,0.012840264092681283+3.321960356972897i
105280000,1.223470237,2.39E-07,5.29E-14,1.05E-10,47.63741152407721-0.18411391628413476i,0.012841485277098625+3.3225903340264287i
105300000,1.223586127,2.39E-07,5.29E-14,1.05E-10,47.63739411840256-0.18409645052814336i,0.012842706344756162+3.323220310966415i
105320000,1.223702007,2.39E-07,5.29E-14,1.05E-10,47.63737671770362-0.18407898980634538i,0.012843927300830211+3.323850287792309i
105340000,1.223817875,2.39E-07,5.29E-14,1.05E-10,47.63735932198162-0.18406153403530648i,0.01284514813969833+3.3244802645044196i
105360000,1.223933732,2.39E-07,5.29E-14,1.05E-10,47.63734193123656-0.18404408329090682i,0.012846368866853733+3.325110241102929i
105380000,1.224049579,2.39E-07,5.29E-14,1.05E-10,47.637324545460736-0.1840266375066398i,0.012847589477853269+3.3257402175875344i
105400000,1.224165415,2.39E-07,5.29E-14,1.05E-10,47.63730716464798-0.18400919673024582i,0.012848809976227513+3.326370193957954i
105420000,1.22428124,2.39E-07,5.29E-14,1.05E-10,47.63728978881939-0.1839917609118076i,0.01285003035868937+3.327000170215884i
105440000,1.224397054,2.39E-07,5.29E-14,1.05E-10,47.63727241794134-0.18397433009858039i,0.012851250628736885+3.3276301463591778i
105460000,1.224512858,2.39E-07,5.29E-14,1.05E-10,47.63725505202919-0.18395690426434913i,0.012852470784737405+3.3282601223890937i
105480000,1.22462865,2.39E-07,5.29E-14,1.05E-10,47.63723769107353-0.18393948338300373i,0.012853690825064275+3.3288900983051737i
105500000,1.224744432,2.39E-07,5.29E-14,1.05E-10,47.63722033507197-0.183922067503548i,0.012854910753339452+3.3295200741074567i
105520000,1.224860202,2.39E-07,5.29E-14,1.05E-10,47.63720298403871-0.18390465655618057i,0.012856130564882143+3.3301500497971217i
105540000,1.224975963,2.39E-07,5.29E-14,1.05E-10,47.63718563795442-0.18388725062154065i,0.012857350265526668+3.3307800253730138i
105560000,1.225091712,2.39E-07,5.29E-14,1.05E-10,47.637168296813-0.18386984961388383i,0.012858569849475953+3.331410000834912i
105580000,1.22520745,2.39E-07,5.29E-14,1.05E-10,47.637150960626656-0.18385245360541116i,0.012859789321976015+3.3320399761838613i
105600000,1.225323178,2.39E-07,5.29E-14,1.05E-10,47.63713362938338-0.1838350625534863i,0.01286100868024273+3.3326699514192133i
105620000,1.225438895,2.39E-07,5.29E-14,1.05E-10,47.63711630308276-0.18381767643277i,0.012862227922700139+3.333299926541153i
105640000,1.225554601,2.39E-07,5.29E-14,1.05E-10,47.63709898172282-0.18380029530122227i,0.012863447053600586+3.3339299015497263i
105660000,1.225670296,2.39E-07,5.29E-14,1.05E-10,47.63708166530685-0.18378291909729685i,0.012864666068834199+3.33455987644536i
105680000,1.225785981,2.39E-07,5.29E-14,1.05E-10,47.63706435382437-0.18376554786925436i,0.012865884971975666+3.3351898512275073i
105700000,1.225901654,2.39E-07,5.29E-14,1.05E-10,47.637047047281094-0.18374818156157433i,0.012867103759334985+3.3358198258967815i
105720000,1.226017317,2.39E-07,5.29E-14,1.05E-10,47.637029745660485-0.18373082023366566i,0.012868322435268614+3.336449800452208i
105740000,1.226132969,2.39E-07,5.29E-14,1.05E-10,47.6370124489759-0.18371346385359397i,0.012869540997737548+3.3370797748949474i
105760000,1.226248611,2.39E-07,5.29E-14,1.05E-10,47.63699515721248-0.1836961123829695i,0.012870759444248505+3.3377097492241155i
105780000,1.226364241,2.39E-07,5.29E-14,1.05E-10,47.63697787037451-0.18367876588453186i,0.012871977779393399+3.33833972344022i
105800000,1.226479861,2.39E-07,5.29E-14,1.05E-10,47.636960588457185-0.18366142429090723i,0.01287319599864753+3.3389696975431282i
105820000,1.22659547,2.39E-07,5.29E-14,1.05E-10,47.63694331146458-0.18364408766732448i,0.012874414106778791+3.3395996715333283i
105840000,1.226711068,2.39E-07,5.29E-14,1.05E-10,47.636926039390545-0.18362675594785946i,0.012875632099362124+3.3402296454105604i
105860000,1.226826655,2.39E-07,5.29E-14,1.05E-10,47.636908772234136-0.18360942918953083i,0.012876849980591387+3.3408596191749753i
105880000,1.226942232,2.39E-07,5.29E-14,1.05E-10,47.63689150998694-0.18359210732915474i,0.012878067746231703+3.3414895928261674i
105900000,1.227057798,2.39E-07,5.29E-14,1.05E-10,47.63687425264789-0.18357479041842814i,0.01287928540010471+3.342119566364255i
105920000,1.227173353,2.39E-07,5.29E-14,1.05E-10,47.63685700022085-0.18355747844108292i,0.012880502941265684+3.342749539789721i
105940000,1.227288898,2.39E-07,5.29E-14,1.05E-10,47.63683975269753-0.18354017136045161i,0.012881720367337078+3.343379513102143i
105960000,1.227404431,2.39E-07,5.29E-14,1.05E-10,47.636822510083995-0.1835228692211004i,0.012882937681642245+3.344009486302206i
105980000,1.227519954,2.39E-07,5.29E-14,1.05E-10,47.63680527236769-0.18350557196758255i,0.012884154880484337+3.344639459389152i
106000000,1.227635466,2.39E-07,5.29E-14,1.05E-10,47.636788039551725-0.18348827966152836i,0.012885371968385694+3.34526943236344i
106020000,1.227750968,2.39E-07,5.29E-14,1.05E-10,47.636770811628644-0.18347099224035623i,0.012886588941147355+3.3458994052247313i
106040000,1.227866459,2.39E-07,5.29E-14,1.05E-10,47.63675358860566-0.18345370976122297i,0.01288780580297872+3.3465293779737046i
106060000,1.227981939,2.39E-07,5.29E-14,1.05E-10,47.63673637047483-0.18343643218420808i,0.012889022551271353+3.3471593506100192i
106080000,1.228097408,2.39E-07,5.29E-14,1.05E-10,47.63671915723355-0.1834191594877382i,0.012890239184704054+3.3477893231337084i
106100000,1.228212866,2.39E-07,5.29E-14,1.05E-10,47.636701948872066-0.18340189172664978i,0.012891455707325108+3.3484192955442245i
106120000,1.228328314,2.39E-07,5.29E-14,1.05E-10,47.63668474540281-0.1833846288341369i,0.01289267211463414+3.349049267842677i
106140000,1.228443751,2.39E-07,5.29E-14,1.05E-10,47.636667546816604-0.18336737086886584i,0.012893888410949827+3.34967924002859i
106160000,1.228559177,2.39E-07,5.29E-14,1.05E-10,47.63665035311218-0.183350117769529i,0.012895104592156289+3.350309212102085i
106180000,1.228674593,2.39E-07,5.29E-14,1.05E-10,47.63663316428182-0.1833328695966681i,0.012896320662705706+3.3509391840628218i
106200000,1.228789998,2.39E-07,5.29E-14,1.05E-10,47.636615980332365-0.1833156263103983i,0.012897536619987686+3.351569155911461i
106220000,1.228905392,2.39E-07,5.29E-14,1.05E-10,47.636598801251445-0.18329838789424258i,0.012898752463036922+3.3521991276473138i
106240000,1.229020776,2.39E-07,5.29E-14,1.05E-10,47.636581627042844-0.18328115438615117i,0.012899968194718272+3.3528290992708927i
106260000,1.229136148,2.39E-07,5.29E-14,1.05E-10,47.636564457707415-0.18326392573653977i,0.012901183811735932+3.3534590707823693i
106280000,1.229251511,2.39E-07,5.29E-14,1.05E-10,47.63654729324352-0.18324670200123264i,0.012902399318213888+3.354089042181889i
106300000,1.229366862,2.39E-07,5.29E-14,1.05E-10,47.63653013363374-0.18322948311589002i,0.01290361470981636+3.354719013468395i
106320000,1.229482203,2.39E-07,5.29E-14,1.05E-10,47.63651297888998-0.18321226913856947i,0.012904829990825518+3.355348984642918i
106340000,1.229597532,2.39E-07,5.29E-14,1.05E-10,47.63649582901085-0.1831950600065743i,0.012906045157019482+3.3559789557055577i
106360000,1.229712852,2.39E-07,5.29E-14,1.05E-10,47.636478683984315-0.18317785577654633i,0.012907260212582015+3.356608926655658i
106380000,1.229828161,2.39E-07,5.29E-14,1.05E-10,47.63646154381539-0.18316065641657586i,0.012908475155459039+3.3572388974937515i
106400000,1.229943458,2.39E-07,5.29E-14,1.05E-10,47.63644440850151-0.18314346190355293i,0.012909689984215213+3.357868868219875i
106420000,1.230058746,2.39E-07,5.29E-14,1.05E-10,47.636427278036834-0.1831262722811974i,0.01291090470212558+3.3584988388338086i
106440000,1.230174022,2.39E-07,5.29E-14,1.05E-10,47.63641015242247-0.1831090874919891i,0.012912119305328361+3.359128809335801i
106460000,1.230289288,2.39E-07,5.29E-14,1.05E-10,47.636393031654436-0.18309190759414903i,0.012913333798121993+3.3597587797257757i
106480000,1.230404543,2.39E-07,5.29E-14,1.05E-10,47.63637591572823-0.18307473253552559i,0.012914548177021937+3.3603887500035894i
106500000,1.230519788,2.39E-07,5.29E-14,1.05E-10,47.63635880464001-0.1830575623494556i,0.012915762444572867+3.361018720169218i
106520000,1.230635022,2.39E-07,5.29E-14,1.05E-10,47.636341698403484-0.18304039702791997i,0.01291697660040236+3.361648690223769i
106540000,1.230750245,2.39E-07,5.29E-14,1.05E-10,47.636324596997234-0.18302323652735356i,0.012918190641628895+3.362278660165933i
106560000,1.230865458,2.39E-07,5.29E-14,1.05E-10,47.63630750041782-0.18300608091216106i,0.012919404572990812+3.3629086299956654i
106580000,1.23098066,2.39E-07,5.29E-14,1.05E-10,47.63629040868017-0.18298893011002845i,0.01292061838957637+3.3635385997142317i
106600000,1.231095851,2.39E-07,5.29E-14,1.05E-10,47.63627332177678-0.1829717841879483i,0.012921832096307886+3.3641685693212535i
106620000,1.231211032,2.39E-07,5.29E-14,1.05E-10,47.63625623969327-0.1829546430793408i,0.012923045688676568+3.3647985388159385i
106640000,1.231326202,2.39E-07,5.29E-14,1.05E-10,47.63623916243789-0.18293750684219265i,0.012924259170970365+3.3654285081990443i
106660000,1.231441361,2.39E-07,5.29E-14,1.05E-10,47.63622209000594-0.18292037544161238i,0.012925472540917502+3.36605847747045i
106680000,1.23155651,2.39E-07,5.29E-14,1.05E-10,47.6362050224021-0.1829032488489288i,0.012926685796683815+3.3666884466306577i
106700000,1.231671648,2.39E-07,5.29E-14,1.05E-10,47.63618795961107-0.18288612712190644i,0.012927898942543767+3.3673184156788007i
106720000,1.231786775,2.39E-07,5.29E-14,1.05E-10,47.63617090163825-0.182869010197077i,0.01292911197420335+3.367948384615419i
106740000,1.231901892,2.39E-07,5.29E-14,1.05E-10,47.636153848479964-0.1828518981302785i,0.012930324895802049+3.368578353440451i
106760000,1.232016998,2.39E-07,5.29E-14,1.05E-10,47.6361368001316-0.18283479086940438i,0.01293153770384772+3.3692083221538036i
106780000,1.232132094,2.39E-07,5.29E-14,1.05E-10,47.63611975660236-0.18281768845844193i,0.01293275040164299+3.369838290756284i
106800000,1.232247179,2.39E-07,5.29E-14,1.05E-10,47.63610271787404-0.1828005908411514i,0.012933962985401417+3.3704682592467927i
106820000,1.232362253,2.39E-07,5.29E-14,1.05E-10,47.63608568395514-0.182783498073628i,0.01293517545928331+3.3710982276261294i
106840000,1.232477317,2.39E-07,5.29E-14,1.05E-10,47.63606865483298-0.1827664101274894i,0.012936387821472488+3.3717281958935854i
106860000,1.23259237,2.39E-07,5.29E-14,1.05E-10,47.63605163051542-0.1827493269656033i,0.012937600069531978+3.3723581640499356i
106880000,1.232707412,2.39E-07,5.29E-14,1.05E-10,47.6360346109945-0.1827322486505062i,0.012938812208079792+3.3729881320947572i
106900000,1.232822444,2.39E-07,5.29E-14,1.05E-10,47.63601759627675-0.18271517511711072i,0.012940024232699215+3.3736181000287413i
106920000,1.232937465,2.39E-07,5.29E-14,1.05E-10,47.63600058635147-0.1826981064237013i,0.012941236147708736+3.3742480678512967i
106940000,1.233052476,2.39E-07,5.29E-14,1.05E-10,47.635983581217474-0.18268104250908454i,0.012942447948965426+3.3748780355625465i
106960000,1.233167476,2.39E-07,5.29E-14,1.05E-10,47.63596658086904-0.1826639834307361i,0.012943659640731978+3.3755080031622735i
106980000,1.233282466,2.39E-07,5.29E-14,1.05E-10,47.63594958531279-0.18264692915477174i,0.012944871220799183+3.376137970651148i
107000000,1.233397444,2.39E-07,5.29E-14,1.05E-10,47.63593259454165-0.18262987964724212i,0.012946082686951237+3.376767938028828i
